LSOA11CD,LSOA11NM,OID,GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,LSOAarea,CODE,OSODR,NUMBER,ROAD_NAME,METRES,INDICATOR,ID_ID,TRACTTOTRA
E01026886,South Norfolk 014C,527,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026886,South Norfolk 014C,17205576,3004,O166JR3UHLJAW,,WASH LANE,1828,,29135,4
E01026887,South Norfolk 014D,528,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026887,South Norfolk 014D,14308569,3004,O166GPEBMWUTW,,BURNTHOUSE LANE,145,,29501,10
E01026888,South Norfolk 015A,531,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026888,South Norfolk 015A,2296823,3004,O166LUXUPACAW,,'VINCE''S ROAD',666,,28754,4
E01026889,South Norfolk 015B,532,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026889,South Norfolk 015B,624127,3004,O166M7PUP09TW,,HEYWOOD ROAD,172,,28878,4
E01026891,South Norfolk 015D,533,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026891,South Norfolk 015D,766471,3004,O166MGJUP60AW,,'LOUIE''S LANE',224,,28853,4
E01026892,South Norfolk 012A,516,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026892,South Norfolk 012A,17096280,3004,O166AK0UH2RAW,,BUNGAY ROAD,81,,30363,30
E01026893,South Norfolk 012B,517,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026893,South Norfolk 012B,7439540,3004,O1669U1UH5CAW,,LODDON ROAD,51,,30188,25
E01026894,South Norfolk 012C,518,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026894,South Norfolk 012C,41532836,3004,O166AT5UJJ3TW,,EARSHAM DAM,439,,29993,20
E01026895,South Norfolk 002D,467,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026895,South Norfolk 002D,6249215,3004,O166L74U884TW,,MARLINGFORD WAY,423,,18104,15
E01026896,South Norfolk 002E,468,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026896,South Norfolk 002E,24717667,3004,O166KR4U8UTTW,,BAWBURGH ROAD,517,,17269,15
E01026897,South Norfolk 011C,512,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026897,South Norfolk 011C,26955591,3004,O166JR3UHLJAW,,WASH LANE,1828,,29135,10
E01026898,South Norfolk 010A,506,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026898,South Norfolk 010A,17143947,3001,O1666C3BGYMTW,A143,YARMOUTH ROAD,833,,8762,4
E01026899,South Norfolk 010B,507,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026899,South Norfolk 010B,26546267,3002,O166705BEWQAW,B1136,YARMOUTH ROAD,851,,10327,20
E01026900,South Norfolk 013B,522,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026900,South Norfolk 013B,1165094,3004,O166F1FUMMJAW,,EXCHANGE STREET,89,,29523,10
E01026901,South Norfolk 013C,523,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026901,South Norfolk 013C,11715289,3004,O166EVXBKGFAW,,BUNGAYGRAVE LANE,728,,29656,10
E01026902,South Norfolk 013D,524,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026902,South Norfolk 013D,845986,3004,O166EUYUMEGAW,,SCHOOL LANE,156,,29598,4
E01026903,South Norfolk 012D,519,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026903,South Norfolk 012D,22075651,3004,O166EVHUGURTW,,ALBURGH ROAD,1097,,29890,4
E01026904,South Norfolk 012E,520,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026904,South Norfolk 012E,23743797,3004,O166BXRUFM1AW,,'HARVEY''S LANE',519,,29710,10
E01026905,South Norfolk 003A,469,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026905,South Norfolk 003A,315051,3004,O166KPTBB29AW,,MILL ROAD,204,,17386,10
E01026906,South Norfolk 003B,470,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026906,South Norfolk 003B,3039313,3004,O166KQ5BB15AW,,GREAT MELTON ROAD,168,,17436,15
E01026907,South Norfolk 003C,471,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026907,South Norfolk 003C,1148133,3004,O166KP0UB0HAW,,CEDAR ROAD,66,,17739,4
E01026908,South Norfolk 003D,472,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026908,South Norfolk 003D,6414227,3004,O166JRYUALDTW,,COLNEY LANE,926,,17264,4
E01026909,South Norfolk 004A,473,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026909,South Norfolk 004A,1121906,3004,O166RR9BCNLAW,,HALL MOOR ROAD,538,,15867,10
E01026910,South Norfolk 004B,474,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026910,South Norfolk 004B,23640799,3004,O13NQT9BE02TV,,THE GREEN,214,,28511,10
E01026911,South Norfolk 008C,495,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026911,South Norfolk 008C,778085,3004,O16698LUDRQTW,,,413,,30374,4
E01026912,South Norfolk 008D,496,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026912,South Norfolk 008D,12949249,3004,O16694JUFRMAW,,LITCHMERE LANE,2187,,30058,10
E01026913,South Norfolk 009A,499,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026913,South Norfolk 009A,10029742,3004,O166KQ6BDF6TW,,WYMONDHAM ROAD,695,,17169,4
E01026914,South Norfolk 009B,500,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026914,South Norfolk 009B,18626358,3004,O166GV0BDLNAW,,,750,,29706,4
E01026915,South Norfolk 009C,501,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026915,South Norfolk 009C,1949107,3004,O166HEJUE6QAW,,LONG LANE,2814,,29107,20
E01026916,South Norfolk 001A,457,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026916,South Norfolk 001A,740704,3004,O166HT3U8BLTW,,NORWICH ROAD,47,,18317,15
E01026917,South Norfolk 001B,458,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026917,South Norfolk 001B,460762,3004,O166HUXB8P0TW,,DEREHAM ROAD,271,,17634,4
E01026918,South Norfolk 001C,459,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026918,South Norfolk 001C,644703,3004,O166HRJU8DNTW,,NORWICH ROAD,39,,18320,15
E01026919,South Norfolk 009D,502,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026919,South Norfolk 009D,7496880,3001,O13NG90UD9BAV,A140,IPSWICH ROAD,967,,7519,4
E01026920,South Norfolk 009E,503,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026920,South Norfolk 009E,10728712,3004,O166GP2BED8TW,,FLORDON ROAD,109,,29944,10
E01026921,South Norfolk 005C,479,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026921,South Norfolk 005C,7141116,3004,O166LXBBBDXTW,,MELTON ROAD,688,,17371,10
E01026922,South Norfolk 005D,480,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026922,South Norfolk 005D,1304622,3004,O166MQ3BCDVAW,,MELTON ROAD,423,,17625,10
E01026924,South Norfolk 001E,460,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026924,South Norfolk 001E,3623015,3004,O166JQBB888AW,,HALL DRIVE,462,,18001,10
E01026925,South Norfolk 001F,461,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026925,South Norfolk 001F,696455,3004,O166JVKU8KLAW,,LONG LANE,471,,17965,10
E01026926,South Norfolk 006C,483,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026926,South Norfolk 006C,5629065,3001,O13ND4HUBKPTV,A146,LODDON ROAD,339,,7532,20
E01026927,South Norfolk 006D,484,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026927,South Norfolk 006D,1132302,3004,O13NDNRUCA2AV,,ALL SAINTS ROAD,69,,20653,15
E01026928,South Norfolk 006E,485,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026928,South Norfolk 006E,4682742,3002,O13NDVBBCJJAV,B1332,THE STREET,38,,9684,10
E01026929,South Norfolk 008E,497,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026929,South Norfolk 008E,18757885,3004,O13NDVYB9MWAV,,WHITLINGHAM LANE,1930,,19501,4
E01026930,South Norfolk 008F,498,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026930,South Norfolk 008F,12819967,3004,O13NB98UA9UTV,,CUT LOKE,370,,23419,15
E01026931,South Norfolk 015E,534,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026931,South Norfolk 015E,4024932,3004,O166MU9BPCTTW,,TOTTINGTON LANE,546,,28744,4
E01033036,'King''s Lynn and West Norfolk 017E',300,E12000006,East of England,E07000146,'King''s Lynn and West Norfolk',E02005567,'King''s Lynn and West Norfolk 017',E01033036,'King''s Lynn and West Norfolk 017E',892987,3004,O167DTABBP2TW,,CIVRAY AVENUE,195,,11103,20
E01033037,'King''s Lynn and West Norfolk 017F',301,E12000006,East of England,E07000146,'King''s Lynn and West Norfolk',E02005567,'King''s Lynn and West Norfolk 017',E01033037,'King''s Lynn and West Norfolk 017F',501350,3002,O167DTABBMHAW,B1507,LYNN ROAD,147,,8794,15
E01033038,'King''s Lynn and West Norfolk 017G',302,E12000006,East of England,E07000146,'King''s Lynn and West Norfolk',E02005567,'King''s Lynn and West Norfolk 017',E01033038,'King''s Lynn and West Norfolk 017G',472029,3002,O167DYYUBWBTW,B1512,HIGH STREET,110,,8802,4
E01033039,'King''s Lynn and West Norfolk 017H',303,E12000006,East of England,E07000146,'King''s Lynn and West Norfolk',E02005567,'King''s Lynn and West Norfolk 017',E01033039,'King''s Lynn and West Norfolk 017H',540915,3004,O167DWFUC48TW,,RYSTON END,367,,11122,4
E01033040,Breckland 010F,46,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01033040,Breckland 010F,2057845,3004,O166X2DUE9JTW,,THOMPSON ROAD,333,,27988,4
E01033041,Breckland 010G,47,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01033041,Breckland 010G,4496214,3004,O166X2DUE9JTW,,THOMPSON ROAD,333,,27988,10
E01033042,Breckland 001F,3,E12000006,East of England,E07000143,Breckland,E02005503,Breckland 001,E01033042,Breckland 001F,27096892,3004,O166TNCB277TW,,,591,,16439,10
E01033434,Norwich 011G,436,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01033434,Norwich 011G,115447,3004,O13NG4JU9LTAV,,TRINITY STREET,143,,20121,10
E01033435,Norwich 005G,405,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01033435,Norwich 005G,520071,3004,O166J9QB9ATTW,,THE RUNNEL,230,,17322,10
E01033436,Norwich 005H,406,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01033436,Norwich 005H,736879,3004,O166HRWB950AW,,MALBROOK ROAD,57,,17765,4
E01033437,Norwich 011H,437,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01033437,Norwich 011H,176396,3004,O13NG7BB9H8TV,,,244,,20122,10
E01033438,Norwich 014A,450,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033438,Norwich 014A,528835,3004,O13NFHJU92BTV,,ST MARTIN-AT-PALACE PLAIN,152,,19960,60
E01033439,Norwich 014B,451,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033439,Norwich 014B,2045335,3004,O13NDVYB9MWAV,,WHITLINGHAM LANE,1930,,19501,35
E01033440,Norwich 014C,452,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033440,Norwich 014C,165767,3004,O13NFGJU9DNTV,,MOUNTERGATE,311,,19975,10
E01033441,Norwich 014D,453,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033441,Norwich 014D,902991,3004,O13NFF2U9N6AV,,ARGYLE STREET,185,,19861,15
E01033538,South Norfolk 001G,462,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01033538,South Norfolk 001G,4570633,3004,O13NKGRU7GT99,,KESTREL AVENUE,42,,18474,10
E01033539,South Norfolk 015G,536,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01033539,South Norfolk 015G,1318601,3004,O166LPBUPGETW,,ENSIGN WAY,43,,28763,30
E01033540,South Norfolk 001H,463,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01033540,South Norfolk 001H,1653635,3004,O166K6KU7JWTW,,BRICKFIELD LOKE,586,,18108,10
E01033541,South Norfolk 015H,537,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01033541,South Norfolk 015H,315761,3004,O166LUXUPACAW,,'VINCE''S ROAD',666,,28754,25
